geography;year;category;households;value
City of Melbourne;2023;Household type;Group household;17898
City of Melbourne;2022;Household type;Couple family with children;7516
City of Melbourne;2025;Household type;Couple family with children;9062
City of Melbourne;2027;Household type;Couple family with children;10080
City of Melbourne;2031;Household type;Couple family with children;11534
City of Melbourne;2034;Household type;Couple family with children;12737
City of Melbourne;2037;Household type;Couple family with children;14233
City of Melbourne;2023;Household type;Couple family without children;27509
City of Melbourne;2025;Household type;Couple family without children;30754
City of Melbourne;2026;Household type;Couple family without children;31826
City of Melbourne;2027;Household type;Couple family without children;32695
City of Melbourne;2031;Household type;Couple family without children;34913
City of Melbourne;2033;Household type;Couple family without children;35603
City of Melbourne;2034;Household type;Couple family without children;36745
City of Melbourne;2039;Household type;Couple family without children;40570
City of Melbourne;2024;Household type;Group household;18679
City of Melbourne;2031;Household type;Group household;20735
City of Melbourne;2034;Household type;Group household;20864
City of Melbourne;2036;Household type;Group household;21466
City of Melbourne;2037;Household type;Group household;21718
City of Melbourne;2024;Household type;Lone person;33689
City of Melbourne;2025;Household type;Lone person;34750
City of Melbourne;2028;Household type;Lone person;37733
City of Melbourne;2036;Household type;Lone person;42719
City of Melbourne;2039;Household type;Lone person;46013
City of Melbourne;2041;Household type;Lone person;48165
City of Melbourne;2027;Household type;One-parent family;2875
City of Melbourne;2028;Household type;One-parent family;2953
City of Melbourne;2031;Household type;One-parent family;3190
City of Melbourne;2033;Household type;One-parent family;3392
City of Melbourne;2038;Household type;One-parent family;4369
City of Melbourne;2041;Household type;One-parent family;5018
City of Melbourne;2023;Household type;Other family;2725
City of Melbourne;2026;Household type;Other family;2730
City of Melbourne;2027;Household type;Other family;2722
City of Melbourne;2032;Household type;Other family;2527
City of Melbourne;2034;Household type;Other family;2456
City of Melbourne;2037;Household type;Other family;2493
City of Melbourne;2022;Structural Private Dwellings;Not applicable;99232
City of Melbourne;2023;Structural Private Dwellings;Not applicable;99232
City of Melbourne;2024;Structural Private Dwellings;Not applicable;99684
City of Melbourne;2040;Structural Private Dwellings;Not applicable;138935
City of Melbourne;2041;Structural Private Dwellings;Not applicable;141290
Carlton;2030;Household type;Other family;364
Docklands;2023;Household type;Group household;1216
Docklands;2023;Household type;Other family;194
East Melbourne;2041;Household type;Lone person;1282
Kensington;2033;Household type;Lone person;1678
Kensington;2033;Household type;One-parent family;287
Parkville;2023;Household type;One-parent family;91
Carlton;2021;Household type;Couple family with children;635
Carlton;2021;Household type;Other family;417
Carlton;2022;Household type;Group household;2658
Carlton;2022;Household type;One-parent family;391
Carlton;2024;Household type;Couple family with children;755
Carlton;2024;Household type;Couple family without children;2603
Carlton;2025;Household type;Group household;2947
Carlton;2025;Household type;Lone person;5757
Carlton;2025;Household type;One-parent family;432
Carlton;2026;Household type;Group household;2939
Carlton;2026;Household type;One-parent family;441
Carlton;2027;Household type;Group household;2963
Carlton;2027;Household type;Lone person;5936
Carlton;2028;Household type;Group household;2998
Carlton;2028;Household type;Lone person;6232
Carlton;2029;Household type;Couple family with children;890
Carlton;2029;Household type;Couple family without children;2903
Carlton;2029;Household type;One-parent family;473
Carlton;2030;Household type;Couple family without children;2962
Carlton;2031;Household type;Group household;3088
Carlton;2031;Household type;Lone person;7079
Carlton;2032;Household type;One-parent family;525
Carlton;2033;Household type;One-parent family;544
Carlton;2033;Household type;Other family;343
Carlton;2034;Household type;Couple family with children;1053
Carlton;2034;Household type;Couple family without children;3226
Carlton;2034;Household type;Other family;352
Carlton;2035;Household type;Group household;3398
Carlton;2036;Household type;Couple family without children;3450
Carlton;2036;Household type;One-parent family;685
Carlton;2038;Household type;Couple family without children;3539
Carlton;2038;Household type;One-parent family;738
Carlton;2039;Household type;Lone person;10541
Carlton;2040;Household type;Couple family with children;1236
Carlton;2040;Household type;One-parent family;788
Carlton;2041;Household type;Group household;3575
Carlton;2041;Household type;Lone person;11253
Docklands;2021;Household type;Group household;1179
Docklands;2022;Household type;Other family;195
Docklands;2023;Household type;Couple family without children;3448
Docklands;2025;Household type;Other family;194
Docklands;2026;Household type;Couple family without children;3971
Docklands;2026;Household type;Group household;1327
Docklands;2027;Household type;Couple family with children;1640
Docklands;2027;Household type;Group household;1340
Docklands;2028;Household type;Couple family without children;4136
Docklands;2028;Household type;Lone person;3030
Docklands;2028;Household type;One-parent family;382
Docklands;2029;Household type;Couple family without children;4187
Docklands;2030;Household type;Couple family with children;1838
Docklands;2030;Household type;Group household;1350
Docklands;2030;Household type;One-parent family;393
Docklands;2031;Household type;Couple family without children;4259
Docklands;2031;Household type;One-parent family;407
Docklands;2032;Household type;Couple family without children;4286
Docklands;2033;Household type;Couple family without children;4306
Docklands;2033;Household type;Group household;1302
Docklands;2034;Household type;Couple family without children;4408
Docklands;2034;Household type;Group household;1305
Docklands;2034;Household type;Other family;160
Docklands;2035;Household type;Couple family with children;2195
Docklands;2035;Household type;Couple family without children;4497
Docklands;2035;Household type;Lone person;2984
Docklands;2036;Household type;Couple family with children;2277
Docklands;2036;Household type;Group household;1310
Docklands;2036;Household type;Lone person;3016
Docklands;2036;Household type;One-parent family;475
Docklands;2037;Household type;Couple family with children;2366
Docklands;2037;Household type;Group household;1314
Docklands;2037;Household type;Lone person;3041
Docklands;2038;Household type;Couple family with children;2471
Docklands;2038;Household type;Couple family without children;4733
Docklands;2038;Household type;Lone person;3150
Docklands;2039;Household type;Couple family with children;2568
Docklands;2039;Household type;Couple family without children;4834
Docklands;2039;Household type;Group household;1351
Docklands;2039;Household type;Other family;157
Docklands;2040;Household type;Group household;1355
Docklands;2041;Household type;Couple family with children;2719
Docklands;2041;Household type;Couple family without children;4965
Docklands;2041;Household type;Group household;1371
East Melbourne;2021;Household type;Lone person;1130
East Melbourne;2021;Household type;One-parent family;72
East Melbourne;2022;Household type;One-parent family;68
East Melbourne;2023;Household type;Group household;280
East Melbourne;2024;Household type;Group household;294
East Melbourne;2024;Household type;Other family;30
East Melbourne;2025;Household type;Other family;29
East Melbourne;2026;Household type;Other family;29
East Melbourne;2027;Household type;Lone person;1351
East Melbourne;2027;Household type;One-parent family;81
East Melbourne;2028;Household type;Other family;28
East Melbourne;2029;Household type;Couple family without children;1479
East Melbourne;2030;Household type;Lone person;1347
East Melbourne;2030;Household type;One-parent family;84
East Melbourne;2031;Household type;Group household;307
East Melbourne;2031;Household type;Lone person;1337
East Melbourne;2031;Household type;Other family;26
East Melbourne;2032;Household type;Couple family with children;434
East Melbourne;2032;Household type;Couple family without children;1488
East Melbourne;2032;Household type;One-parent family;89
East Melbourne;2033;Household type;Couple family without children;1491
East Melbourne;2033;Household type;Group household;298
East Melbourne;2034;Household type;Lone person;1295
East Melbourne;2035;Household type;Couple family with children;463
East Melbourne;2035;Household type;Lone person;1273
East Melbourne;2035;Household type;One-parent family;94
East Melbourne;2036;Household type;Couple family without children;1505
East Melbourne;2036;Household type;Group household;290
East Melbourne;2036;Household type;Other family;23
East Melbourne;2037;Household type;Couple family with children;476
East Melbourne;2037;Household type;Other family;22
East Melbourne;2039;Household type;Couple family with children;478
East Melbourne;2039;Household type;Couple family without children;1484
East Melbourne;2041;Household type;Other family;20
Kensington;2021;Household type;Couple family without children;1598
Kensington;2022;Household type;Couple family without children;1669
Kensington;2023;Household type;Couple family with children;1101
Kensington;2023;Household type;Group household;568
Kensington;2023;Household type;One-parent family;231
Kensington;2024;Household type;Couple family with children;1149
Kensington;2024;Household type;Couple family without children;1803
Kensington;2024;Household type;Other family;82
Kensington;2025;Household type;Group household;584
Kensington;2025;Household type;Other family;81
Kensington;2026;Household type;One-parent family;247
Kensington;2026;Household type;Other family;80
Kensington;2027;Household type;Couple family with children;1307
Kensington;2028;Household type;Couple family without children;1972
Kensington;2028;Household type;Group household;605
Kensington;2028;Household type;One-parent family;260
Kensington;2029;Household type;Couple family without children;1993
Kensington;2029;Household type;Group household;608
Kensington;2030;Household type;Lone person;1716
Kensington;2030;Household type;Other family;74
Kensington;2031;Household type;Couple family without children;2016
Kensington;2032;Household type;Lone person;1690
Kensington;2033;Household type;Couple family with children;1530
Kensington;2033;Household type;Couple family without children;2028
Kensington;2034;Household type;Couple family without children;2050
Kensington;2034;Household type;Group household;584
Kensington;2034;Household type;Lone person;1656
Kensington;2034;Household type;One-parent family;293
Kensington;2037;Household type;Couple family without children;2095
Kensington;2037;Household type;Lone person;1636
Kensington;2037;Household type;Other family;62
Kensington;2040;Household type;Couple family without children;2229
Kensington;2040;Household type;Lone person;1744
Kensington;2040;Household type;One-parent family;350
Kensington;2041;Household type;Couple family without children;2236
Melbourne (CBD);2021;Household type;Other family;1408
Melbourne (CBD);2022;Household type;Couple family without children;6872
Melbourne (CBD);2022;Household type;Group household;7469
Melbourne (CBD);2022;Household type;Lone person;9785
Melbourne (CBD);2022;Household type;One-parent family;436
Melbourne (CBD);2022;Household type;Other family;1281
Melbourne (CBD);2023;Household type;Couple family with children;1380
Melbourne (CBD);2023;Household type;Group household;7756
Melbourne (CBD);2024;Household type;Couple family with children;1507
Melbourne (CBD);2024;Household type;Couple family without children;7903
Melbourne (CBD);2024;Household type;One-parent family;475
Melbourne (CBD);2025;Household type;Couple family with children;1593
Melbourne (CBD);2025;Household type;One-parent family;486
Melbourne (CBD);2026;Household type;Lone person;11749
Melbourne (CBD);2027;Household type;Couple family without children;9026
Melbourne (CBD);2027;Household type;Group household;8920
Melbourne (CBD);2027;Household type;Lone person;12147
Melbourne (CBD);2027;Household type;One-parent family;540
Melbourne (CBD);2027;Household type;Other family;1310
Melbourne (CBD);2028;Household type;Group household;9065
Melbourne (CBD);2029;Household type;Other family;1292
Melbourne (CBD);2030;Household type;Couple family with children;2046
Melbourne (CBD);2030;Household type;Couple family without children;9618
Melbourne (CBD);2030;Household type;Lone person;12660
Melbourne (CBD);2031;Household type;Couple family without children;9797
Melbourne (CBD);2031;Household type;Lone person;12772
Melbourne (CBD);2032;Household type;One-parent family;631
Melbourne (CBD);2033;Household type;Group household;9138
Melbourne (CBD);2033;Household type;Lone person;12826
Melbourne (CBD);2033;Household type;One-parent family;651
Melbourne (CBD);2034;Household type;Couple family without children;10412
Melbourne (CBD);2034;Household type;Lone person;12948
Melbourne (CBD);2035;Household type;Couple family without children;10744
Melbourne (CBD);2035;Household type;Group household;9354
Melbourne (CBD);2035;Household type;One-parent family;708
Melbourne (CBD);2035;Household type;Other family;1178
Melbourne (CBD);2036;Household type;Couple family with children;2623
Melbourne (CBD);2036;Household type;Couple family without children;11019
Melbourne (CBD);2036;Household type;Group household;9469
Melbourne (CBD);2036;Household type;Lone person;13295
Melbourne (CBD);2037;Household type;Group household;9569
Melbourne (CBD);2038;Household type;Lone person;13962
Melbourne (CBD);2038;Household type;Other family;1194
Melbourne (CBD);2040;Household type;Couple family with children;2984
Melbourne (CBD);2040;Household type;Lone person;14512
Melbourne (CBD);2041;Household type;Couple family with children;3078
Melbourne (CBD);2041;Household type;One-parent family;925
Melbourne (Remainder);2021;Household type;Group household;51
Melbourne (Remainder);2022;Household type;Lone person;530
Melbourne (Remainder);2022;Household type;One-parent family;56
Melbourne (Remainder);2023;Household type;Couple family with children;136
Melbourne (Remainder);2023;Household type;One-parent family;58
Melbourne (Remainder);2023;Household type;Other family;36
Melbourne (Remainder);2024;Household type;Group household;55
Melbourne (Remainder);2024;Household type;Lone person;581
Melbourne (Remainder);2024;Household type;Other family;37
Melbourne (Remainder);2026;Household type;Couple family with children;160
Melbourne (Remainder);2026;Household type;Lone person;596
Melbourne (Remainder);2026;Household type;One-parent family;63
Melbourne (Remainder);2026;Household type;Other family;35
Melbourne (Remainder);2027;Household type;Lone person;594
Melbourne (Remainder);2028;Household type;Couple family without children;633
Melbourne (Remainder);2029;Household type;Couple family without children;634
Melbourne (Remainder);2029;Household type;Group household;55
Melbourne (Remainder);2029;Household type;Lone person;586
Melbourne (Remainder);2029;Household type;One-parent family;65
Melbourne (Remainder);2029;Household type;Other family;32
Melbourne (Remainder);2030;Household type;Couple family with children;172
Melbourne (Remainder);2030;Household type;Couple family without children;635
Melbourne (Remainder);2030;Household type;Group household;55
Melbourne (Remainder);2030;Household type;One-parent family;65
Melbourne (Remainder);2031;Household type;Couple family with children;176
Melbourne (Remainder);2031;Household type;Group household;54
Melbourne (Remainder);2032;Household type;Couple family without children;637
Melbourne (Remainder);2032;Household type;Group household;53
Melbourne (Remainder);2032;Household type;One-parent family;69
Melbourne (Remainder);2033;Household type;Couple family without children;638
Melbourne (Remainder);2033;Household type;One-parent family;70
Melbourne (Remainder);2033;Household type;Other family;28
Melbourne (Remainder);2034;Household type;Couple family with children;187
Melbourne (Remainder);2034;Household type;Group household;52
Melbourne (Remainder);2034;Household type;One-parent family;72
Melbourne (Remainder);2035;Household type;Couple family with children;191
Melbourne (Remainder);2035;Household type;One-parent family;73
Melbourne (Remainder);2037;Household type;Couple family without children;642
Melbourne (Remainder);2037;Household type;Group household;50
Melbourne (Remainder);2037;Household type;Lone person;541
Melbourne (Remainder);2038;Household type;Other family;25
Melbourne (Remainder);2039;Household type;Couple family without children;633
Melbourne (Remainder);2039;Household type;One-parent family;79
Melbourne (Remainder);2040;Household type;Couple family without children;632
Melbourne (Remainder);2040;Household type;Group household;49
Melbourne (Remainder);2040;Household type;Lone person;545
Melbourne (Remainder);2040;Household type;Other family;24
North Melbourne;2021;Household type;Couple family with children;914
North Melbourne;2021;Household type;Group household;1418
North Melbourne;2022;Household type;Group household;1424
North Melbourne;2022;Household type;Other family;166
North Melbourne;2023;Household type;Couple family with children;995
North Melbourne;2023;Household type;One-parent family;418
North Melbourne;2024;Household type;Other family;160
North Melbourne;2025;Household type;Couple family without children;2587
North Melbourne;2025;Household type;One-parent family;434
North Melbourne;2025;Household type;Other family;159
North Melbourne;2026;Household type;Couple family with children;1190
North Melbourne;2026;Household type;Couple family without children;2731
North Melbourne;2027;Household type;Couple family with children;1251
North Melbourne;2028;Household type;Couple family without children;2923
North Melbourne;2028;Household type;Group household;1717
North Melbourne;2028;Household type;One-parent family;486
North Melbourne;2029;Household type;Other family;168
North Melbourne;2030;Household type;Couple family with children;1428
North Melbourne;2030;Household type;Couple family without children;3074
North Melbourne;2030;Household type;Other family;167
North Melbourne;2031;Household type;Couple family with children;1492
North Melbourne;2031;Household type;Lone person;3876
North Melbourne;2031;Household type;One-parent family;531
North Melbourne;2032;Household type;Couple family without children;3204
North Melbourne;2032;Household type;Group household;1779
North Melbourne;2032;Household type;Other family;161
North Melbourne;2033;Household type;Couple family without children;3243
North Melbourne;2033;Household type;Group household;1766
North Melbourne;2034;Household type;Lone person;4014
North Melbourne;2034;Household type;One-parent family;609
North Melbourne;2035;Household type;Couple family with children;1757
North Melbourne;2035;Household type;Couple family without children;3608
North Melbourne;2036;Household type;Couple family without children;3774
North Melbourne;2036;Household type;Lone person;4286
North Melbourne;2037;Household type;One-parent family;772
North Melbourne;2038;Household type;Couple family without children;4077
North Melbourne;2038;Household type;Other family;203
North Melbourne;2040;Household type;Lone person;4920
North Melbourne;2041;Household type;Lone person;5114
Parkville;2021;Household type;Couple family with children;349
Parkville;2021;Household type;Group household;518
Parkville;2022;Household type;One-parent family;89
Parkville;2024;Household type;Lone person;860
Parkville;2024;Household type;Other family;46
Parkville;2025;Household type;Group household;552
Parkville;2025;Household type;Other family;46
Parkville;2026;Household type;Couple family without children;923
Parkville;2026;Household type;One-parent family;95
Parkville;2026;Household type;Other family;44
Parkville;2028;Household type;Couple family with children;446
Parkville;2029;Household type;Couple family with children;454
Parkville;2029;Household type;Lone person;868
Parkville;2030;Household type;Couple family without children;924
Parkville;2031;Household type;Couple family with children;471
Parkville;2031;Household type;Group household;528
Parkville;2031;Household type;Other family;38
Parkville;2032;Household type;Couple family without children;929
Parkville;2032;Household type;Lone person;849
Parkville;2033;Household type;Couple family without children;932
Parkville;2034;Household type;Couple family with children;502
Parkville;2034;Household type;Couple family without children;937
Parkville;2034;Household type;Lone person;830
Parkville;2035;Household type;One-parent family;110
Parkville;2036;Household type;Couple family without children;941
Parkville;2037;Household type;Group household;495
Parkville;2037;Household type;Lone person;807
Parkville;2038;Household type;Group household;490
Parkville;2039;Household type;Couple family without children;929
Parkville;2039;Household type;Other family;31
Parkville;2040;Household type;Other family;31
Parkville;2041;Household type;One-parent family;127
Port Melbourne;2021;Household type;Couple family without children;1
Port Melbourne;2021;Household type;Lone person;1
Port Melbourne;2022;Household type;Couple family without children;1
Port Melbourne;2022;Household type;One-parent family;0
Port Melbourne;2022;Household type;Other family;0
Port Melbourne;2023;Household type;Couple family with children;0
Port Melbourne;2023;Household type;Other family;0
Port Melbourne;2024;Household type;Couple family with children;0
Port Melbourne;2024;Household type;Couple family without children;1
Port Melbourne;2024;Household type;Lone person;1
Port Melbourne;2025;Household type;Couple family without children;1
Port Melbourne;2026;Household type;Couple family without children;58
Port Melbourne;2027;Household type;Couple family without children;87
Port Melbourne;2028;Household type;Couple family with children;46
Port Melbourne;2028;Household type;Lone person;80
Port Melbourne;2028;Household type;Other family;5
Port Melbourne;2029;Household type;Couple family with children;53
Port Melbourne;2029;Household type;Lone person;90
Port Melbourne;2029;Household type;Other family;6
Port Melbourne;2030;Household type;Lone person;101
Port Melbourne;2030;Household type;Other family;6
Port Melbourne;2031;Household type;Couple family with children;69
Port Melbourne;2031;Household type;Couple family without children;151
Port Melbourne;2031;Household type;Group household;58
Port Melbourne;2031;Household type;Lone person;111
Port Melbourne;2031;Household type;One-parent family;14
Port Melbourne;2032;Household type;Group household;60
Port Melbourne;2032;Household type;Lone person;116
Port Melbourne;2033;Household type;Couple family without children;168
Port Melbourne;2033;Household type;Lone person;120
Port Melbourne;2034;Household type;Couple family without children;206
Port Melbourne;2035;Household type;Other family;9
Port Melbourne;2036;Household type;Couple family with children;144
Port Melbourne;2036;Household type;Couple family without children;288
Port Melbourne;2036;Household type;One-parent family;29
Port Melbourne;2036;Household type;Other family;11
Port Melbourne;2037;Household type;Couple family without children;323
Port Melbourne;2037;Household type;Lone person;220
Port Melbourne;2038;Household type;Couple family with children;192
Port Melbourne;2038;Household type;Group household;132
Port Melbourne;2038;Household type;One-parent family;39
Port Melbourne;2038;Household type;Other family;14
Port Melbourne;2039;Household type;Lone person;293
Port Melbourne;2040;Household type;Couple family without children;447
Port Melbourne;2041;Household type;Couple family with children;258
Port Melbourne;2041;Household type;One-parent family;56
South Yarra;2021;Household type;Lone person;964
South Yarra;2021;Household type;Other family;30
South Yarra;2022;Household type;Couple family with children;277
South Yarra;2022;Household type;Group household;211
South Yarra;2022;Household type;Lone person;960
South Yarra;2022;Household type;Other family;27
South Yarra;2023;Household type;Group household;218
South Yarra;2023;Household type;Lone person;996
South Yarra;2024;Household type;Couple family with children;321
South Yarra;2024;Household type;Couple family without children;952
South Yarra;2024;Household type;Other family;26
South Yarra;2025;Household type;Couple family without children;995
South Yarra;2025;Household type;Lone person;1083
South Yarra;2025;Household type;One-parent family;64
South Yarra;2026;Household type;Group household;236
South Yarra;2026;Household type;Other family;26
South Yarra;2027;Household type;Group household;238
South Yarra;2027;Household type;One-parent family;68
South Yarra;2028;Household type;Couple family with children;372
South Yarra;2028;Household type;Group household;237
South Yarra;2028;Household type;Other family;25
South Yarra;2029;Household type;Other family;24
South Yarra;2030;Household type;Couple family with children;385
South Yarra;2030;Household type;Couple family without children;1031
South Yarra;2031;Household type;Group household;231
South Yarra;2031;Household type;Other family;23
South Yarra;2032;Household type;Group household;228
South Yarra;2032;Household type;One-parent family;73
South Yarra;2032;Household type;Other family;22
South Yarra;2033;Household type;Couple family with children;409
South Yarra;2033;Household type;Group household;224
South Yarra;2034;Household type;Couple family with children;419
South Yarra;2034;Household type;Couple family without children;1043
South Yarra;2034;Household type;Lone person;1044
South Yarra;2034;Household type;One-parent family;76
South Yarra;2034;Household type;Other family;21
South Yarra;2035;Household type;Couple family with children;428
South Yarra;2036;Household type;Couple family with children;434
South Yarra;2036;Household type;Couple family without children;1047
South Yarra;2037;Household type;Couple family with children;440
South Yarra;2038;Household type;Couple family with children;442
South Yarra;2038;Household type;Couple family without children;1038
South Yarra;2038;Household type;Other family;19
South Yarra;2039;Household type;Lone person;1027
South Yarra;2039;Household type;One-parent family;85
South Yarra;2040;Household type;Couple family without children;1029
South Yarra;2040;Household type;Group household;210
South Yarra;2041;Household type;Couple family with children;447
South Yarra;2041;Household type;Couple family without children;1019
South Yarra;2041;Household type;Group household;208
South Yarra;2041;Household type;One-parent family;89
South Yarra;2041;Household type;Other family;18
Southbank;2021;Household type;One-parent family;304
Southbank;2022;Household type;Couple family without children;4475
Southbank;2022;Household type;Group household;2015
Southbank;2022;Household type;One-parent family;289
Southbank;2024;Household type;Couple family without children;5105
Southbank;2024;Household type;Group household;2179
Southbank;2024;Household type;Other family;391
Southbank;2026;Household type;Couple family without children;5528
Southbank;2026;Household type;One-parent family;334
Southbank;2026;Household type;Other family;387
Southbank;2027;Household type;Couple family with children;1167
Southbank;2027;Household type;One-parent family;347
Southbank;2028;Household type;Couple family without children;5785
Southbank;2029;Household type;Group household;2405
Southbank;2030;Household type;Couple family without children;5938
Southbank;2030;Household type;Lone person;5197
Southbank;2030;Household type;Other family;370
Southbank;2031;Household type;Couple family without children;6013
Southbank;2033;Household type;Couple family with children;1384
Southbank;2033;Household type;Group household;2371
Southbank;2033;Household type;One-parent family;406
Southbank;2034;Household type;Group household;2396
Southbank;2034;Household type;Lone person;5229
Southbank;2035;Household type;Group household;2411
Southbank;2036;Household type;Couple family with children;1546
Southbank;2036;Household type;Group household;2433
Southbank;2036;Household type;Lone person;5311
Southbank;2037;Household type;Couple family with children;1593
Southbank;2037;Household type;Couple family without children;6643
Southbank;2037;Household type;Group household;2457
Southbank;2038;Household type;Couple family with children;1633
Southbank;2039;Household type;Couple family with children;1669
Southbank;2039;Household type;Couple family without children;6884
Southbank;2039;Household type;Lone person;5744
Southbank;2039;Household type;One-parent family;515
Southbank;2039;Household type;Other family;335
Southbank;2040;Household type;Group household;2539
Southbank;2040;Household type;One-parent family;532
Southbank;2041;Household type;Lone person;5979
West Melbourne (Industrial);2021;Household type;Couple family without children;0
West Melbourne (Industrial);2021;Household type;Other family;0
West Melbourne (Industrial);2022;Household type;Couple family without children;0
West Melbourne (Industrial);2022;Household type;One-parent family;0
West Melbourne (Industrial);2023;Household type;Couple family without children;0
West Melbourne (Industrial);2023;Household type;Other family;0
West Melbourne (Industrial);2025;Household type;Group household;0
West Melbourne (Industrial);2025;Household type;Other family;0
West Melbourne (Industrial);2026;Household type;Couple family with children;0
West Melbourne (Industrial);2028;Household type;Couple family without children;0
West Melbourne (Industrial);2029;Household type;Couple family with children;0
West Melbourne (Industrial);2030;Household type;Couple family with children;0
West Melbourne (Industrial);2030;Household type;Group household;0
West Melbourne (Industrial);2030;Household type;Lone person;0
West Melbourne (Industrial);2030;Household type;One-parent family;0
West Melbourne (Industrial);2030;Household type;Other family;0
West Melbourne (Industrial);2031;Household type;Couple family without children;0
West Melbourne (Industrial);2031;Household type;Group household;0
West Melbourne (Industrial);2031;Household type;One-parent family;0
West Melbourne (Industrial);2032;Household type;Couple family with children;0
West Melbourne (Industrial);2032;Household type;Group household;0
West Melbourne (Industrial);2032;Household type;Lone person;0
West Melbourne (Industrial);2032;Household type;One-parent family;0
West Melbourne (Industrial);2034;Household type;Couple family with children;0
West Melbourne (Industrial);2034;Household type;Couple family without children;0
West Melbourne (Industrial);2034;Household type;Lone person;0
West Melbourne (Industrial);2034;Household type;One-parent family;0
West Melbourne (Industrial);2034;Household type;Other family;0
West Melbourne (Industrial);2035;Household type;Couple family with children;0
West Melbourne (Industrial);2035;Household type;One-parent family;0
West Melbourne (Industrial);2035;Household type;Other family;0
West Melbourne (Industrial);2036;Household type;Couple family with children;0
West Melbourne (Industrial);2036;Household type;Group household;0
West Melbourne (Industrial);2036;Household type;Lone person;0
West Melbourne (Industrial);2036;Household type;Other family;0
West Melbourne (Industrial);2038;Household type;Couple family without children;0
West Melbourne (Industrial);2038;Household type;Other family;0
West Melbourne (Industrial);2039;Household type;Lone person;0
West Melbourne (Industrial);2040;Household type;Couple family with children;0
West Melbourne (Industrial);2040;Household type;Lone person;0
West Melbourne (Industrial);2041;Household type;Group household;0
West Melbourne (Residential);2021;Household type;Couple family with children;485
West Melbourne (Residential);2021;Household type;Lone person;1277
West Melbourne (Residential);2022;Household type;Lone person;1268
West Melbourne (Residential);2022;Household type;One-parent family;107
West Melbourne (Residential);2022;Household type;Other family;98
West Melbourne (Residential);2024;Household type;Group household;986
West Melbourne (Residential);2024;Household type;Lone person;1321
West Melbourne (Residential);2024;Household type;One-parent family;109
West Melbourne (Residential);2024;Household type;Other family;94
West Melbourne (Residential);2025;Household type;Couple family without children;2088
West Melbourne (Residential);2025;Household type;Group household;1009
West Melbourne (Residential);2025;Household type;Lone person;1359
West Melbourne (Residential);2025;Household type;Other family;93
West Melbourne (Residential);2026;Household type;Couple family without children;2190
West Melbourne (Residential);2026;Household type;One-parent family;120
West Melbourne (Residential);2028;Household type;Couple family with children;692
West Melbourne (Residential);2028;Household type;Group household;1090
West Melbourne (Residential);2028;Household type;One-parent family;131
West Melbourne (Residential);2029;Household type;Couple family without children;2368
West Melbourne (Residential);2029;Household type;Lone person;1506
West Melbourne (Residential);2029;Household type;Other family;93
West Melbourne (Residential);2030;Household type;Lone person;1515
West Melbourne (Residential);2030;Household type;One-parent family;137
West Melbourne (Residential);2030;Household type;Other family;92
West Melbourne (Residential);2031;Household type;Couple family without children;2437
West Melbourne (Residential);2031;Household type;Group household;1106
West Melbourne (Residential);2031;Household type;Other family;90
West Melbourne (Residential);2032;Household type;Couple family with children;786
West Melbourne (Residential);2032;Household type;Group household;1099
West Melbourne (Residential);2033;Household type;Couple family without children;2494
West Melbourne (Residential);2033;Household type;Lone person;1526
West Melbourne (Residential);2034;Household type;Couple family with children;855
West Melbourne (Residential);2034;Household type;Group household;1125
West Melbourne (Residential);2036;Household type;Group household;1147
West Melbourne (Residential);2037;Household type;Other family;85
West Melbourne (Residential);2038;Household type;Couple family without children;2703
West Melbourne (Residential);2038;Household type;Group household;1130
West Melbourne (Residential);2038;Household type;Lone person;1586
West Melbourne (Residential);2039;Household type;Group household;1122
West Melbourne (Residential);2040;Household type;Couple family with children;946
Carlton;2021;Structural Private Dwellings;Not applicable;12802
Carlton;2022;Structural Private Dwellings;Not applicable;12802
Carlton;2024;Structural Private Dwellings;Not applicable;12802
Carlton;2025;Structural Private Dwellings;Not applicable;13264
Carlton;2026;Structural Private Dwellings;Not applicable;13317
Carlton;2027;Structural Private Dwellings;Not applicable;13561
Carlton;2029;Structural Private Dwellings;Not applicable;14536
Carlton;2035;Structural Private Dwellings;Not applicable;18270
Carlton;2039;Structural Private Dwellings;Not applicable;20219
Carlton;2040;Structural Private Dwellings;Not applicable;21145
Carlton;2041;Structural Private Dwellings;Not applicable;21145
Docklands;2022;Structural Private Dwellings;Not applicable;10144
Docklands;2028;Structural Private Dwellings;Not applicable;11247
Docklands;2029;Structural Private Dwellings;Not applicable;11385
Docklands;2030;Structural Private Dwellings;Not applicable;11481
Docklands;2034;Structural Private Dwellings;Not applicable;11901
Docklands;2036;Structural Private Dwellings;Not applicable;12323
Docklands;2040;Structural Private Dwellings;Not applicable;13457
East Melbourne;2022;Structural Private Dwellings;Not applicable;3426
East Melbourne;2025;Structural Private Dwellings;Not applicable;3550
East Melbourne;2026;Structural Private Dwellings;Not applicable;3696
East Melbourne;2027;Structural Private Dwellings;Not applicable;3809
East Melbourne;2028;Structural Private Dwellings;Not applicable;3853
East Melbourne;2029;Structural Private Dwellings;Not applicable;3862
East Melbourne;2031;Structural Private Dwellings;Not applicable;3863
East Melbourne;2032;Structural Private Dwellings;Not applicable;3863
East Melbourne;2036;Structural Private Dwellings;Not applicable;3863
